Share of modern renewables in total final energy consumption (%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritius;40,65;38,38;39,54;35,83;32,95;36,84;33,8;34,97;32,21;19,94;19,48;19,17;17,03;18,04;18,23;16,78;15,51;14,77;11,84;11,89;11,92;11,17;10,64;10,61;9,88;10,84;9,69;8,79;8,59;8,49;8,96;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mayotte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0,05;0,2;0,82;..;..;..;..;..;..;..;..;..;..;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;14,41;13,2;13,43;13,3;11,86;13,26;13,07;12,7;12,24;12,75;12,17;11,34;10,68;10,17;10,21;10,31;9,82;9,46;9,77;9,17;9,36;9,07;8,97;9,23;9,76;9,19;9,22;9,99;10,16;10,27;12,33;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia (Federated States of);0;0;0;0;0;0;0;0;0,03;0,42;1;1,1;1,26;0,54;0,64;0,85;0,87;0,77;0,94;0,79;1,34;1,08;0,98;0,99;1,09;1,28;1,43;1,45;1,74;1,72;1,77;1,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;0,59;0,61;0,74;0,81;0,92;0,91;1,04;1,01;1,11;1,07;1,71;1,82;1,94;1,81;1,71;1,59;1,34;1,41;1,42;1,36;1,4;1,3;0,98;1,1;1,36;1,47;1,45;1,37;1,61;1,86;2,12;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47,61;44,83;42,27;38,76;49,16;49,09;42,77;45,86;49,34;45,95;42,96;43,89;37,77;40,6;38,74;39,56;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montserrat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,42;0,66;0,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;10,67;11,25;10,26;9,65;9,5;9,47;10,47;10,3;9,87;8,58;8,52;8,52;8,42;9,08;11,52;9,91;8,99;8,23;7,38;7,89;8,05;6,76;6,35;7,33;7;7,24;7,27;6,97;7,65;7,56;7,86;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;11,38;11,73;11,58;11,57;11,73;11,84;11,82;11,91;10,53;10,75;2,99;7,55;7,6;9,36;10,91;11,27;11,56;17,1;17,89;17,69;19,79;19,13;18,84;18,49;17,91;17,21;15,57;15,14;15,34;14,97;15,41;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Myanmar;0,77;0,72;0,84;0,94;3,69;3,52;3,62;3,64;3,28;3,31;3,64;3,64;3,82;3,6;3,68;3,71;4,11;4,16;4,67;5,25;5,66;6,24;5,96;6,34;6,07;6,32;6,43;5,8;6,46;6,44;6,45;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;..;20,37;19,46;17,48;13,64;15,27;15,48;14,74;16,41;17,54;16,25;14,65;16,73;16,87;19,59;19,99;20,75;21,66;18,74;18,44;18,56;19,91;21,13;20,68;20,52;19,91;19,88;20,8;21,53;20,74;20,96;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0,08;0,08;0,04;0,03;0,05;0,07;0,06;0,05;0,1;0,18;0,6;0,66;0,62;1,4;2,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;1,96;1,99;1,98;1,99;2,06;2,19;2,27;2,29;2,37;2,52;2,77;2,94;3,25;3,37;3,6;3,69;3,68;3,8;3,69;3,92;4,07;4,57;5,39;6,34;6,31;6,31;6,5;6,68;6,88;7,12;7,27;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Netherlands;1,18;1,15;1,19;1,19;1,24;1,25;1,27;1,48;1,55;1,63;1,73;1,76;1,92;1,91;2,22;2,74;3,12;3,68;3,94;4,38;3,85;4,69;4,9;4,94;5,53;5,75;5,62;6,39;7,44;8,61;10,79;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Caledonia;10,11;7,38;6,47;5,3;5,4;4,36;6,68;7,55;7,99;9,02;7,15;6,29;4,9;4,57;4,82;4,73;4,17;5,48;7,4;6,58;4,5;5,59;5,84;6,24;4;4,79;3,4;4,79;4,34;4,94;5,73;7,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;27,97;27,57;25,58;27,27;28,17;28,73;27,63;25,88;27,27;26,43;26,44;24,64;26,56;25,9;28,21;26,79;27;27,05;26,13;28,47;29,37;30,31;28,76;28,29;28,99;29,32;30,09;28,4;28,93;27,93;28,61;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicaragua;11,43;13,41;9,95;10,32;9,14;9,65;10,52;11,55;9,87;11,06;9,93;6,93;4,99;8,69;9,01;10,23;9,19;9,12;9,78;9,14;10,09;9,96;11,24;12,37;12,57;11,55;11,94;12,18;13,07;12,61;13,93;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0,02;0,02;0,03;0,03;0,03;0;0;0,03;0,03;0,02;0,72;1,88;1,9;1,8;1,83;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nigeria;4,37;4,37;4,23;4,32;4,41;4,39;4,36;4,32;4,46;4,54;4,59;4,59;4,77;4,82;4,96;5,16;5,34;5,98;6,25;6,79;7,46;7,88;9,18;7,97;5,68;5,78;5,76;5,75;5,63;5,56;5,59;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,44;27,14;17,76;24,63;26,05;24,38;23,61;23,03;22,56;21,81;21,57;21,85;22,92;22;22,16;21,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North Macedonia;2,41;4,42;16,01;14,85;16,58;17,8;14,21;15,9;15,07;17,68;19,38;15,17;14,63;17,29;18,2;19,03;19,8;15,71;15,61;18,43;22,3;18,62;18,27;21,16;21,19;23,91;21,37;19;20,87;17,05;20,26;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Northern Mariana Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;59,17;60,78;61,37;61,09;60,39;60,04;57,85;58,83;59,51;59,41;60,18;59,59;59,47;56,23;56,85;58,56;57,02;57,36;58,45;56,72;56,71;56,71;57,68;57,24;56,32;57,28;58,37;59,52;59,74;60,6;61,29;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oman;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;0,01;0,05;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakistan;9,12;9,37;9,29;8,64;9,22;8,97;8,44;8,46;8,2;7,7;7,61;7,78;8,04;8,27;7,77;8,2;8,14;7,52;7,69;7,66;8,21;7,74;7,84;8,14;8,02;7,99;7,34;6,94;7,22;7,87;7,98;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26;0,33;0,55;0,54;0,57;0,85;0,86;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Panama;17,7;16,92;16,32;17,3;15,79;14,31;16,05;16,11;12,15;15,03;17,97;14,56;19,25;17,64;19,43;15,42;14,77;15,32;16,14;13,97;14,32;13,76;15,69;15,26;14,61;16,85;17,15;18,81;19,65;14,36;22,74;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papua New Guinea;8,59;8,78;8,63;8,59;9,7;10,24;10,4;9,55;10;11,9;10,76;9,94;9,95;9,53;8,62;8,9;9,09;9,36;9,27;9,37;9,36;9,31;9,45;13,45;13,15;12,83;12,67;12,83;12,34;12,8;13,16;12,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paraguay;35,89;35,69;38,89;35,8;38,42;41,19;41,98;41,34;42,34;39,36;42,33;40,09;38,61;37,59;38,06;40,7;42,09;43,16;41,5;41,17;40,85;40,48;42,07;43,31;43,69;42,91;41,52;39,77;40,5;41,55;43,35;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peru;11,5;12,54;10,18;11,31;11,54;11,16;11,01;11,22;15,5;15,17;16,38;18,03;18,1;18,73;16,74;16,76;17,77;16,43;14,92;14,99;15,75;15,72;16,58;15,44;15,55;15,71;16,03;17,19;17,77;17,94;19,27;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;8,78;9,17;8,45;8,24;8,81;7,99;8,16;7,88;8,25;9,77;10,34;10,11;9,96;10,18;10,5;10,7;11,73;11,12;12;12,12;11,22;11,86;12,24;11,77;11,54;11,35;10,86;10,82;10,84;10,43;10,34;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poland;2,5;2,06;2,3;6,13;6,2;6,33;5,87;5,98;6,54;6,41;6,93;7,29;7,49;7,29;7,31;7,22;7,18;7,28;8,01;8,84;9,49;10,44;10,91;11,41;11,58;11,87;11,34;11,13;15,05;15,62;16,14;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;26,95;25,79;22,4;24,37;24,95;23,74;25,35;24,55;22,43;19,02;20,12;20,83;18,28;22,09;19,87;18,07;22,33;23,15;23,19;24,9;27,83;27,22;25,52;30,17;30,46;27,21;29;24,42;27,47;28,19;31,21;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puerto Rico;1,75;1,79;1,77;0,8;0,25;0,53;0,74;0,46;0,52;0,72;0,55;0,54;0,5;0,5;0,5;0,56;0,48;0,49;0,51;0,52;0,69;0,66;0,53;1,38;1,65;1,86;1,89;2,26;1,36;2,42;2,46;2,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Republic of Korea;1,63;0,96;0,75;0,73;0,44;0,44;0,61;0,68;0,95;0,79;0,7;0,69;0,7;0,85;0,77;0,87;0,95;1,03;1,06;1,21;1,32;1,35;1,61;1,92;2,87;2,74;2,56;2,84;3,18;3,23;3,63;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Republic of Moldova;1,14;1,62;2,18;2,39;2,58;2,84;3,66;3,85;4,08;4,87;5,72;5,6;5,83;5,92;4,85;4,27;4,98;4,44;4,93;4,84;20,01;20,37;22,14;23,82;24,31;24,73;25,3;26,07;25,75;22,04;23,66;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réunion;34,63;32,69;25,47;22,79;23,05;21,53;19,3;16,14;14,13;9,44;9,71;8,77;9,78;10,43;10,15;9,49;10,18;14,77;14,83;13,76;14,89;..;..;..;..;..;..;..;..;..;..;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Romania;3,36;4,97;5,61;7,2;7,64;8,6;11,92;15,75;16,28;17,74;16,37;13,4;14,4;15,67;17,28;18,48;17,39;18,16;20,4;22,15;24,08;21,1;21,53;23,07;24,31;23,67;24,4;23,35;23,03;23,54;24,06;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Russian Federation;3,75;3,77;3,98;4,04;3,87;3,87;3,69;3,75;3,58;3,82;3,5;3,62;3,46;3,28;3,55;3,61;3,48;3,67;3,31;3,6;3,34;3,23;3,24;3,61;3,3;3,2;3,36;3,25;3,18;3,22;3,72;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rwanda;1,42;1,54;1,62;1,54;1,71;0,92;0,8;0,62;0,62;0,57;0,87;1,2;1,38;1,18;0,82;7,81;7,81;7,74;7,87;7,82;7,71;7,8;7,85;7,48;8,2;8,21;8,23;8,33;8,3;8,37;8,63;8,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Helena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,23;2,73;3,53;3,76;2,68;3,4;4,74;7,91;5,65;8,71;9,33;5,97;4,54;6,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Kitts and Nevis;39,85;33,92;33,65;38,62;41,07;36,5;30,35;33,92;31,99;27,25;26,37;25,96;24,34;26,3;21,97;25,29;0;0;0;0;0,96;0,9;1,3;1,37;1,62;1,62;1,68;1,27;1,3;1,28;1,35;1,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Lucia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29;0,4;0,4;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Pierre and Miquelon;0;0;0;0;0;0;0;0;0;0;0,42;0,49;0,45;0,41;0,44;0,41;0,43;0,97;0,51;0,47;0,61;0,66;0,49;0,57;0,02;0;0;0;0;0,03;0,07;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Vincent and the Grenadines;7,99;4,24;6,32;6,32;5,18;4,39;4,32;4,34;3,61;2,92;4,54;2,92;3,15;2,85;3,37;3,28;2,79;2,48;2,97;2,31;2,82;3,78;2,86;3,05;1,36;2,19;2,04;2,95;2,95;3,16;2,94;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;16,24;15,89;16,56;17,3;19,27;19,18;19,29;20,89;20,4;20,49;22,9;13,1;11,13;16,33;12,04;13,45;8,02;6,68;6,9;5,62;8,4;2,9;3,33;3,19;2,62;3,2;3,65;3,54;4,75;4,97;5,03;5,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;1,62;1,62;1,42;1,47;1,26;1,2;1,2;1,23;1,16;1,63;1,34;0,97;1,16;1,41;1,01;0,68;1,27;1,6;1,25;1,08;0,91;1,02;0,98;0,98;1,05;0,9;0,8;0,75;0,86;0,97;0,93;0,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
